minutes_remaining,count,mean,min,max,std,var
0:0,520,24.932692307692307,0,79,16.575665488273213,274.75268637913166
0:1,212,18.38679245283019,0,63,11.807356333935656,139.41366359653048
0:10,46,14.717391304347826,0,34,11.41473325425086,130.29613526570046
0:11,46,15.804347826086957,0,29,10.527465802931113,110.82753623188404
0:12,35,15.82857142857143,0,28,10.609334719636163,112.55798319327734
0:13,22,13.318181818181818,0,30,10.503452328758902,110.32251082251081
0:14,32,13.96875,0,29,10.03054809874766,100.6118951612903
0:15,37,16.37837837837838,0,28,8.976362017826323,80.57507507507506
0:16,26,15.653846153846153,0,28,10.70305491975934,114.55538461538461
0:17,37,15.08108108108108,0,29,9.292704361721315,86.35435435435434
0:18,30,11.866666666666667,0,28,9.547461599216083,91.15402298850572
0:19,38,12.473684210526315,0,27,10.268653013340776,105.4452347083926
0:2,131,15.801526717557252,0,31,10.357026486941308,107.2679976512038
0:20,37,16.56756756756757,0,28,10.420440757740796,108.58558558558558
0:21,41,11.951219512195122,0,25,9.651298408795045,93.14756097560976
0:22,48,12.979166666666666,0,29,9.716162414077772,94.40381205673758
0:23,48,13.104166666666666,0,27,10.250562171056524,105.07402482269504
0:24,55,13.581818181818182,0,27,10.023474131758594,100.4700336700337
0:25,63,14.936507936507937,0,29,9.337529230205172,87.18945212493601
0:26,54,14.722222222222221,0,29,10.628222781672171,112.95911949685535
0:27,49,16.612244897959183,0,29,9.398174305263169,88.32568027210885
0:28,79,14.544303797468354,0,30,9.896642098691897,97.94352482960076
0:29,58,15.379310344827585,0,26,9.512369760653751,90.48517846339989
0:3,99,14.787878787878787,0,40,10.10886933994581,102.18923933209643
0:30,66,16.106060606060606,0,31,9.909014990834262,98.18857808857814
0:31,61,14.901639344262295,0,27,9.74799965468606,95.02349726775955
0:32,68,16.441176470588236,0,27,8.682427532032179,75.38454784899038
0:33,64,13.078125,0,29,9.938389073735863,98.77157738095237
0:34,75,16.266666666666666,0,28,9.722269412154887,94.52252252252252
0:35,58,15.862068965517242,0,29,9.877225755582346,97.55958862673924
0:36,68,15.455882352941176,0,29,9.100490102481052,82.81892010535557
0:37,86,13.848837209302326,0,29,9.723854769235677,94.55335157318743
0:38,61,13.114754098360656,0,26,9.099630689677719,82.80327868852459
0:39,59,13.23728813559322,0,27,8.668888054716223,75.14962010520163
0:4,85,14.894117647058824,0,34,10.170011389013341,103.42913165266107
0:40,74,14.27027027027027,0,29,9.754938752393048,95.15883006293963
0:41,70,12.657142857142857,0,27,9.463715166989376,89.56190476190476
0:42,43,12.720930232558139,0,28,10.415934636515317,108.49169435215947
0:43,44,13.159090909090908,0,28,11.120781262956307,123.67177589852007
0:44,48,13.645833333333334,0,36,10.493137744083608,110.10593971631202
0:45,46,12.956521739130435,0,27,9.311776347398027,86.70917874396135
0:46,42,12.023809523809524,0,26,9.413244678508471,88.60917537746806
0:47,55,13.090909090909092,0,29,8.762869323907482,76.78787878787877
0:48,59,11.576271186440678,0,28,9.507172228757556,90.38632378725892
0:49,49,15.10204081632653,0,30,9.083512761131162,82.51020408163266
0:5,70,14.2,0,30,10.848896290620429,117.6985507246377
0:50,61,14.327868852459016,0,28,9.650079984945565,93.124043715847
0:51,55,14.163636363636364,0,31,10.056808337608603,101.13939393939391
0:52,45,15.644444444444444,0,27,8.138448466037211,66.23434343434344
0:53,43,13.162790697674419,0,28,10.04734087673175,100.94905869324472
0:54,42,14.142857142857142,0,27,9.392709753616336,88.22299651567943
0:55,38,14.657894736842104,0,27,8.814227797390755,77.69061166429587
0:56,48,14.958333333333334,0,38,10.095202849243588,101.91312056737587
0:57,60,10.966666666666667,0,27,8.376655751666108,70.16836158192089
0:58,47,11.382978723404255,0,28,9.727936443874372,94.63274745605916
0:59,41,14.609756097560975,0,28,10.251531711847962,105.09390243902442
0:6,56,12.589285714285714,0,29,10.637458318626658,113.15551948051949
0:7,53,14.754716981132075,0,28,9.986347719949698,99.72714078374453
0:8,43,17.25581395348837,0,32,10.002602097777725,100.05204872646733
0:9,40,16.3,0,33,9.171304188217754,84.1128205128205
10:0,32,13.46875,0,25,8.691799527845662,75.54737903225808
10:1,32,13.4375,0,26,8.10391183915362,65.67338709677419
10:10,41,14.926829268292684,0,27,8.385673031732274,70.31951219512194
10:11,39,11.282051282051283,0,28,9.264955812513477,85.83940620782727
